Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1914706,,None,459.55,0,4.06,3d,CC(C)(C)OC(=O)Nc1ccc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc1,IC50,'=',191,nM,6.72,,,UO_0000065,14.62,0.28,2.66,4.99,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL3605493,,None,417.53,0,4.75,11a,Nc1ccccc1NC(=O)c1ccc(CSC2=N[C@@H](Cc3ccccc3)CO2)cc1,IC50,'=',71,nM,7.15,,,UO_0000065,17.12,0.33,2.4,9.32,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL4452554,,None,516.56,0,3.95,26b,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NN2CCCC2)cc1.O=C(O)C(F)(F)F,IC50,'=',3091,nM,5.51,,,UO_0000065,13.69,0.25,1.56,9.16,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4459612,,None,560.66,1,5.37,28c,CCCCN(CCC)NC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',229.4,nM,6.64,,,UO_0000065,14.87,0.27,1.27,11.04,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL571140,,None,571.74,1,2.22,10,CCC(=O)CCSC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL2014771,Inhibition of HDAC3-NCoR2 in human HeLa cells nuclear extract using Fluor-de-Lys as substrate after 30 mins by spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,CHEMBL3308376,,,
CHEMBL4159897,,None,431.39,0,4.86,122,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,IC50,'=',199.99,nM,6.7,,,UO_0000065,15.53,0.3,1.84,7.95,0,CHEMBL4275645,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 60 mins by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4175686,,None,391.45,0,4.79,111; 114,CC[C@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',529.66,nM,6.28,,,UO_0000065,16.03,0.3,1.49,7.45,0,CHEMBL4275645,Inhibition of full length human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 60 mins by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4292714,,None,369.46,0,3.8,39,Nc1ccccc1NC(=O)CCCCCCC(=O)NOCc1ccccc1,IC50,'=',552.08,nM,6.26,,,UO_0000065,16.94,0.32,2.46,6.7,0,CHEMBL4275644,Inhibition of His6-tagged HDAC3/SMRT (395 to 489 residues) (unknown origin) co-expressed in baculovirus infected sf9 cells using (FAM)-labeled acetylated peptide substrate after 17 hrs by caliper microfluidic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4270635,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL1771315,,None,283.29,0,1.57,A12B4,O=C(NO)c1cccc(C(=O)N/N=C/c2ccccc2)c1,IC50,'=',18000,nM,4.75,,,UO_0000065,16.75,0.31,3.17,5.23,0,CHEMBL1772081,Inhibition of full length HDAC3/NCoR2 assessed as 7-amino-4-methylcoumarin release from fluorophore conjugated substrate after 5 mins by fluorescence assay,B,BAO_0000223,protein complex format,None,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1770095,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,3; SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',56,nM,7.25,,,UO_0000065,27.44,0.52,4.78,9.25,0,CHEMBL3579699,Inhibition of recombinant C-terminal His-tagged full length human HDAC3/NcoR2 complex expressed in baculovirus infected insect Sf9 cells using fluorogenic HDAC substrate 3 after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3576845,1,Scientific Literature,ACS Med Chem Lett,2015,CHEMBL3308860,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4080343,,None,440.54,0,3.21,4h,Cc1ccc(NC(=O)CN(CCCCCC(=O)NO)C(=O)c2ccc(N(C)C)cc2)cc1,IC50,'=',16,nM,7.8,,,UO_0000065,17.7,0.33,4.59,7.64,0,CHEMBL4017029,Inhibition of full length human recombinant C-terminal His-tagged HDAC3/NcoR2 expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-Ac)-AMC as substrate measured after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4014348,1,Scientific Literature,J Med Chem,2017,None,,,
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,MGCD0103,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,'=',45,nM,7.35,,,UO_0000065,18.53,0.33,3.36,6.94,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL1914704,,None,389.41,0,2.62,3b,O=C(CCCCCCC(=O)Nc1cnn(Cc2ccc([N+](=O)[O-])cc2)c1)NO,IC50,'=',59,nM,7.23,,,UO_0000065,18.56,0.35,4.61,5.19,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL1914703,,None,344.42,0,2.72,3a,O=C(CCCCCCC(=O)Nc1cnn(Cc2ccccc2)c1)NO,IC50,'=',44,nM,7.36,,,UO_0000065,21.36,0.4,4.64,7.64,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL1914705,,None,385.43,0,3.66,3c,[N-]=[N+]=Nc1ccc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc1,IC50,'=',22,nM,7.66,,,UO_0000065,19.87,0.37,4,5.28,0,CHEMBL1921157,Inhibition of human recombinant HDAC3/NCoR2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,
CHEMBL3098694,,None,466.54,0,2.1,14,O=C(CCCCC[C@H](NC(=O)C1C(=O)NCC1c1ccccc1)C(=O)Nc1ccccc1)NO,IC50,'=',14,nM,7.85,,,UO_0000065,16.83,0.32,5.75,5.75,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098690,,None,390.44,0,0.84,10,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,IC50,'=',67,nM,7.17,,,UO_0000065,18.37,0.35,6.33,5.25,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098605,,None,278.35,0,2.78,34,Cc1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,'=',452,nM,6.34,,,UO_0000065,22.79,0.43,3.56,8.09,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098604,,None,404.47,0,1.15,29,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,IC50,'=',11,nM,7.96,,,UO_0000065,19.68,0.37,6.81,5.82,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL3098696,,None,256.35,0,1.89,31,O=C(CCCCCCC(=O)NC1CCCC1)NO,IC50,'=',3330,nM,5.48,,,UO_0000065,21.37,0.42,3.59,6.98,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL4171350,,None,392.43,0,4.19,15,CC[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)nc1)c1ccccc1,IC50,'=',60,nM,7.22,,,UO_0000065,18.4,0.34,3.03,7.44,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4526716,,None,530.59,0,4.34,26c,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NN2CCCCC2)cc1.O=C(O)C(F)(F)F,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4227717,,None,389.38,0,4.24,11c,Cc1ccc(-c2cc(C(F)(F)F)nn2CCc2ccc(C(=O)NO)cc2)cc1,IC50,'=',816,nM,6.09,,,UO_0000065,15.64,0.3,1.85,9.07,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,ACY-1215,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,'=',37,nM,7.43,,,UO_0000065,17.14,0.32,3.3,6.92,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,Entinostat,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,'=',2850,nM,5.54,,,UO_0000065,14.73,0.27,2.21,5.21,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4160753,,None,406.46,0,4.43,14,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)nc1)c1ccccc1,IC50,'=',80,nM,7.1,,,UO_0000065,17.46,0.32,2.67,7.31,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,tubastatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL2424317,Inhibition of HDAC3/NcoR2 (unknown origin) using RHKKAc from p53 as substrate,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None,,,
CHEMBL146250,,None,542.72,2,0.89,2,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',5.3,nM,8.28,,,UO_0000065,15.25,0.31,7.39,5.8,0,CHEMBL1838189,Inhibition of recombinant human HDAC3/NCOR2 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,,
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3098688,,None,418.49,0,0.56,17,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)NCCc1ccccc1)NO,IC50,'=',144,nM,6.84,,,UO_0000065,16.35,0.31,6.28,5.01,0,CHEMBL3102464,Inhibition of human HDAC3/NCOR2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',33,nM,7.48,,,UO_0000065,28.3,0.54,5.01,9.54,0,CHEMBL4364742,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in Sf9 cells using Ac-peptide-AMC as substrate after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4364248,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL3593247,,None,496.68,0,2.34,Largazole thiol,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,IC50,'=',14.5,nM,7.84,,,UO_0000065,15.78,0.33,5.5,7.14,0,CHEMBL4363858,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4529140,,None,514.67,1,2.64,41aS,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C(F)=C/CCS)OC1=O,IC50,'=',39,nM,7.41,,,UO_0000065,14.4,0.31,4.77,6.75,0,CHEMBL4363858,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4574424,,None,514.67,1,2.64,41aR,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@H](/C(F)=C/CCS)OC1=O,IC50,'=',51.36,nM,7.29,,,UO_0000065,14.16,0.3,4.65,6.64,0,CHEMBL4363858,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4437428,,None,390.42,0,3.38,7b,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2ccncc2)cc1,IC50,'=',320,nM,6.5,,,UO_0000065,16.64,0.31,3.11,6.69,0,CHEMBL4338811,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 (395 to 489 residus) using Ac-peptide as substrate incubated for 60 mins by fluorometric method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334541,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL2012815,,None,578.75,1,3.72,15,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O,IC50,'=',180,nM,6.75,,,UO_0000065,11.65,0.22,3.02,5.05,0,CHEMBL2014703,Inhibition of recombinant human HDAC3-NCoR2 using Fluor-de-Lys as substrate after 30 mins by spectrophotometry,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,None,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3605415,,None,385.47,0,3.31,8,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)CN2)cc1,IC50,'=',15,nM,7.82,,,UO_0000065,20.3,0.37,4.51,8.55,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
